Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,General Surgery,Hernia Repair  (Adult),"Sahi, Chakshu",,,,,47,600,57,140
2024_q1,,Whipple Procedures,,Total,Provincial,2024,1,10,21,21,26
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Clark, F Donald",,,,,55,76,58,101
2022_q3,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2022,3,42,269,171,575
2024_q2,,Cataract Surgery,,Zone 3,St. Martha's Regional,2024,2,96,366,80,185
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Coady, Catherine M",,,,,60,174,120,284
2024_q2,,Endometrial Ablation,,Total,Provincial,2024,2,113,329,78,181
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Sahi, Chakshu",,,,,51,645,42,95
12month_rolling,Plastic Surgery,Melanoma Excision,"Stein, John D",,,,,62,138,23,31
2022_q3,,Strabismus Surgery  (Pediatric),,Total,Provincial,2022,3,98,168,146,301
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Bal, Navpreet",,,,,204,229,147,216
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Dodd, Faith",,,,,111,402,71,319
2023_q2,,Back Surgery  (Pediatric),,IWK,IWK,2023,2,,,482,715
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"MacQuarrie, Robyn M",,,,,56,396,36,78
12month_rolling,Otolaryngology (ENT),All,"Johnson, Liane",,,,,183,364,124,344
2024_q2,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2024,2,,,83,106
2024_q1,,Liver Surgery,,Total,Provincial,2024,1,15,53,16,74
2023_q4,,Orthopaedic Trauma,,Total,Provincial,2023,4,77,358,43,175
2023_q3,,Video-Assisted Thoracic Surgery,,Total,Provincial,2023,3,27,56,43,108
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Umbilical,"Hoogerboord, C Marius",,,,,567,579,79,280
2023_q1,,Sacral Nerve Stimulation,,Zone 4,QE2,2023,1,,,169,217
2022_q3,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2022,3,13,122,23,106
2023_q2,,Septoplasty,,Zone 2,Cumberland Regional,2023,2,,,30,397
2024_q1,,Gastric Surgery,,Total,Provincial,2024,1,18,28,53,117
12month_rolling,,Cornea and External Disease,,Zone 4,QE2,2024,3,83,203,158,428
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Neumann, Katerina",,,,,55,331,58,860
2024_q1,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2024,1,122,446,118,283
2023_q3,,Liver Surgery,,Total,Provincial,2023,3,12,42,42,71
2022_q3,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2022,3,47,238,86,129
2023_q1,,Breast Reduction Surgery,,Zone 4,QE2,2023,1,1001,1230,93,229
12month_rolling,General Surgery,All,"Minor, Samuel",,,,,184,335,84,265
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Williams, Blair",,,,,230,413,301,465
2024_q2,,Female Incontinence Surgery,,Total,Provincial,2024,2,105,336,127,273
2024_q1,,Orthopaedic Trauma,,IWK,IWK,2024,1,,,20,149
2023_q3,,Hernia Repair - Inguinal/Femoral,,Zone 4,Hants Community Hospital,2023,3,108,453,46,99
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"O'Brien, David A",,,,,137,137,199,427
3month_rolling,,Dental Extractions and Restorations  (Adult),,IWK,IWK,2024,3,,,365,844
12month_rolling,Ophthalmology,Cornea and External Disease,"George, Stanley",,,,,68,121,220,348
12month_rolling,Orthopaedic,Back Surgery  (Adult),"Orlik, Benjamin",,,,,,,405,508
2023_q2,,Bowel Resection - Open,,Zone 4,QE2,2023,2,19,100,82,404
3month_rolling,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2024,3,243,716,91,478
2024_q3,,Orthopaedic Trauma,,IWK,IWK,2024,3,,,4,64
2024_q3,,Bladder Surgery,,Total,Provincial,2024,3,13,64,52,108
12month_rolling,General Surgery,All,"Kenyon, Chris",,,,,55,208,89,644
2022_q4,,Septoplasty,,Zone 3,Cape Breton Regional,2022,4,21,65,175,270
2024_q2,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2024,2,26,71,22,43
2022_q4,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2022,4,57,1127,247,477
2024_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2024,3,70,447,94,287
2024_q3,,Salivary Gland Surgery,,Total,Provincial,2024,3,,,45,76
2022_q4,,Knee Scope,,Zone 4,Dartmouth General,2022,4,69,387,77,326
12month_rolling,General Surgery,Colorectal Cancer Surgery,"McGibney, Kieron",,,,,4,4,48,65
2024_q3,,Hernia Repair - Incisional,,Total,Provincial,2024,3,94,598,94,243
2023_q1,,Cataract Surgery,,Total,Provincial,2023,1,87,296,74,279
12month_rolling,Otolaryngology (ENT),All,"Fung, Elaine",,,,,123,412,87,355
2023_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Martha's Regional,2023,3,,,108,118
3month_rolling,,Septoplasty,,Total,Provincial,2024,3,100,566,97,348
2022_q3,,Back Surgery  (Adult),,Zone 4,QE2,2022,3,98,380,117,337
2023_q2,,Lacrimal Duct Probing,,Zone 4,QE2,2023,2,,,128,318
2023_q4,,Kidney / Upper Urinary Tract,,Zone 4,QE2,2023,4,,,48,106
12month_rolling,Otolaryngology (ENT),All,"Clifton, Neil",,,,,59,244,47,137
2023_q4,,Cataract Surgery,,Zone 2,Cumberland Regional,2023,4,232,275,56,183
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Neumann, Katerina",,,,,57,287,26,111
12month_rolling,Orthopaedic,Shoulder Surgery,"Hamilton, Christopher",,,,,245,278,82,115
12month_rolling,General Surgery,All,"Nader, Nabil",,,,,27,102,48,173
2023_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Martha's Regional,2023,3,77,203,69,130
2024_q2,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2024,2,,,244,327
2022_q3,,Kidney Removal,,Zone 1,Valley Regional,2022,3,,,73,132
2023_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Martha's Regional,2023,2,99,280,254,372
2023_q1,,Hip Replacement,,Zone 1,Valley Regional,2023,1,231,363,447,726
12month_rolling,Ophthalmology,Cataract Surgery,"Scott, Robert",,,,,54,104,29,162
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"MacDonald, Blair",,,,,44,111,71,91
2024_q2,,Breast Cancer Surgery,,IWK,IWK,2024,2,26,39,25,41
3month_rolling,,Septoplasty,,Zone 2,Cumberland Regional,2024,3,59,649,65,96
2023_q1,,Cystoscopy,,Zone 4,QE2,2023,1,46,125,43,336
2024_q3,,Coronary Artery Bypass Graft,,Total,Provincial,2024,3,,,12,98
2022_q3,,Septoplasty,,Total,Provincial,2022,3,87,359,112,291
2023_q3,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2023,3,70,91,144,292
12month_rolling,Plastic Surgery,All,"Williams, Jason G",,,,,51,1456,47,218
2023_q4,,Bladder Cancer Surgery,,Total,Provincial,2023,4,19,115,31,119
2023_q1,,Cardiac Valve Replacement,,Total,Provincial,2023,1,,,29,172
12month_rolling,,Amputations,,Zone 3,Cape Breton Regional,2024,3,31,84,37,115
12month_rolling,,Hernia Repair - Laparoscopic Ventral,,Zone 1,Yarmouth Regional,2024,3,,,107,147
2023_q4,,Breast Cancer Surgery,,IWK,IWK,2023,4,11,26,24,48
2023_q4,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2023,4,8,20,20,41
12month_rolling,General Surgery,Bowel Resection,"Lapierre, Stephanie",,,,,16,34,19,46
3month_rolling,,Cardiac Valve Replacement,,Zone 4,QE2,2024,3,,,51,147
2023_q2,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2023,2,94,258,81,232
12month_rolling,Otolaryngology (ENT),All,"Balys, Richard L",,,,,80,148,106,475
12month_rolling,General Surgery,Hemorrhoidectomy,"Murdoch, John L",,,,,192,315,144,428
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"McWilliams, Colin",,,,,47,97,38,58
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Nocon, Brian",,,,,130,368,36,85
2024_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2024,3,21,188,32,92
2024_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2024,1,103,416,96,356
2023_q1,,Shoulder Surgery,,Zone 4,QE2,2023,1,58,206,276,670
2023_q2,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2023,2,51,279,53,128
2023_q4,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2023,4,28,98,56,179
12month_rolling,,Hysteroscopy,,Zone 2,Cumberland Regional,2024,3,78,264,40,55
2023_q3,,Shoulder Surgery,,Zone 4,QE2,2023,3,102,509,276,566
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Boehm, Kaitlin",,,,,93,528,123,243
3month_rolling,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2024,3,,,31,58
3month_rolling,,Colorectal Cancer Surgery,,Zone 3,St. Martha's Regional,2024,3,14,92,31,48
2024_q3,,Male Circumcision  (Adult),,Zone 2,Colchester East Hants Health Centre,2024,3,186,316,375,400
3month_rolling,,Nerve Surgery,,Zone 4,QE2,2024,3,,,61,89
12month_rolling,,Vitreoretinal Diseases,,Total,Provincial,2024,3,35,186,22,94
2024_q2,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2024,2,79,435,131,375
12month_rolling,,Congenital Heart Surgery,,Total,Provincial,2024,3,,,46,128
2023_q3,,Knee Replacement,,Zone 4,Dartmouth General,2023,3,245,571,236,470
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Williams, Jason G",,,,,120,619,57,89
2023_q3,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2023,3,19,33,42,80
2023_q3,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2023,3,23,31,33,130
2024_q1,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2024,1,49,231,49,281
12month_rolling,Obstetrics/Gynaecology,Female Incontinence Surgery,"Pierce, Marianne",,,,,720,822,148,179
2022_q3,,Hernia Repair  (Adult),,Zone 3,St. Martha's Regional,2022,3,21,190,159,356
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Powell, Joel",,,,,70,119,83,134
12month_rolling,Orthopaedic,All,"McNeil, Daniel",,,,,76,247,126,219
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Stoddart, Todd",,,,,38,162,37,69
2022_q4,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2022,4,84,588,99,330
2023_q2,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2023,2,64,334,71,112
12month_rolling,Ophthalmology,Cataract Surgery,"Samad, Arif",,,,,23,101,166,708
12month_rolling,Ophthalmology,Lacrimal Duct Probing,"Robitaille, Johane",,,,,410,410,263,322
2023_q2,,Hernia Repair  (Adult),,Zone 2,Colchester East Hants Health Centre,2023,2,68,214,80,531
3month_rolling,,Breast Reduction Surgery,,Zone 3,St. Martha's Regional,2024,3,138,391,,
2024_q1,,Carpal Tunnel Surgery,,Total,Provincial,2024,1,84,414,50,175
12month_rolling,Orthopaedic,Shoulder Arthroplasty,"Trenholm, J Andrew I",,,,,65,210,246,530
12month_rolling,General Surgery,Male Reproductive System Surgery,"Wasserman, Lukas",,,,,35,41,284,416
2024_q2,,Hand / Upper Extremity,,Total,Provincial,2024,2,129,447,152,695
2024_q3,,Lymph Node Biopsy,,Total,Provincial,2024,3,20,71,28,78
12month_rolling,General Surgery,Gallbladder Surgery,"McWilliams, Colin",,,,,23,65,35,77
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Jad, Ahmed",,,,,72,144,69,129
2023_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Martha's Regional,2023,4,,,63,134
2024_q3,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2024,3,103,428,46,148
2022_q4,,Shoulder Arthroplasty,,Zone 4,QE2,2022,4,78,294,475,736
12month_rolling,Orthopaedic,Knee Scope,"Tucker, Allison",,,,,102,242,41,86
2024_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2024,2,82,175,,
12month_rolling,Neurosurgery,All,"McNeely, P Daniel",,,,,36,120,48,186
3month_rolling,,Knee Replacement,,Zone 4,Dartmouth General,2024,3,371,619,169,349
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2024,3,34,158,55,259
12month_rolling,Orthopaedic,Hip Replacement,"Leighton, Jennifer Laura",,,,,139,407,97,182
2023_q3,,Shoulder Arthroscopy,,Total,Provincial,2023,3,79,350,136,388
2024_q1,,Foot - Arthrodesis,,Total,Provincial,2024,1,134,763,98,246
2024_q2,,Bowel Resection - Open,,Zone 4,QE2,2024,2,19,71,45,120
2024_q3,,Bladder Cancer Surgery,,Zone 4,Dartmouth General,2024,3,,,44,72
12month_rolling,Oral Maxillofacial,All,"Doucet, Jean-Charles",,,,,184,536,208,525
2023_q2,,Brain Surgery  (Pediatric),,IWK,IWK,2023,2,,,47,135
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Clark, F Donald",,,,,10,33,52,56
2024_q2,,Knee Scope,,Zone 1,South Shore Regional,2024,2,35,69,92,144
2022_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2022,3,37,174,104,323
2023_q1,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2023,1,19,63,38,218
2024_q1,,Cataract Surgery,,Total,Provincial,2024,1,94,242,59,215
2024_q2,,Nerve Surgery,,Zone 4,QE2,2024,2,97,441,44,83
2024_q2,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2024,2,14,34,23,70
2023_q3,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2023,3,38,133,50,70
2022_q3,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2022,3,73,93,233,362
2023_q3,,Back Surgery  (Adult),,Zone 4,QE2,2023,3,95,310,95,242
12month_rolling,Orthopaedic,Hand / Upper Extremity,"Ferguson, Devin",,,,,51,107,50,85
2024_q2,,Lacrimal Duct Probing,,Zone 4,QE2,2024,2,,,39,188
2023_q3,,Bowel Resection - Laparoscopic,,Zone 4,QE2,2023,3,26,104,29,47
12month_rolling,Urology,Male Reproductive System Surgery,"Asim, Hammad",,,,,66,240,66,245
2022_q4,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2022,4,10,127,103,217
12month_rolling,Urology,Kidney Removal,"Whelan, Emily",,,,,11,46,61,90
2023_q3,,Insertion Vascular Access Catheter,,Total,Provincial,2023,3,4,169,10,83
2024_q1,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2024,1,85,349,83,299
2024_q3,,Ear Tubes  (Adult),,Total,Provincial,2024,3,120,222,75,135
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"McNeil, Daniel",,,,,60,106,117,168
12month_rolling,General Surgery,Hernia Repair - Ventral,"Murdoch, John L",,,,,227,288,64,237
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Johnston, David G",,,,,88,720,373,850
2022_q4,,Cornea and External Disease,,Total,Provincial,2022,4,166,363,108,350
2023_q1,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2023,1,116,373,316,691
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Ali, Idris M",,,,,,,7,44
2024_q1,,Endometrial Ablation,,Total,Provincial,2024,1,104,878,86,200
2023_q3,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2023,3,14,45,13,41
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Gilmour, Donna",,,,,,,103,141
2024_q2,,Knee Replacement,,Zone 1,Valley Regional,2024,2,391,579,292,537
2022_q4,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2022,4,29,58,71,187
2024_q1,,Male Reproductive System Surgery,,Zone 3,Glace Bay,2024,1,122,254,,
3month_rolling,,Sinus Surgery,,Zone 1,Valley Regional,2024,3,,,145,209
2022_q4,,Bladder Surgery,,Total,Provincial,2022,4,17,55,32,180
2023_q2,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2023,2,,,103,175
2024_q2,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2024,2,13,30,56,250
2023_q3,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2023,3,28,137,34,144
3month_rolling,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2024,3,64,141,69,1015
12month_rolling,Ophthalmology,All,"Lewis, Darrell",,,,,36,106,34,218
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Ojoleck, Michael",,,,,28,90,128,283
12month_rolling,,Tendon / Ligament Repair,,Total,Provincial,2024,3,64,580,74,314
2022_q4,,Hernia Repair - Incisional,,Total,Provincial,2022,4,56,533,187,435
2024_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Suspected or Proven),,Total,Provincial,2024,1,24,142,45,137
2022_q4,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2022,4,18,100,56,92
2023_q4,,Male Circumcision  (Adult),,Zone 4,QE2,2023,4,,,55,224
2023_q4,,Prostate Surgery,,Zone 1,Valley Regional,2023,4,20,72,143,391
2023_q1,,Whipple Procedures,,Total,Provincial,2023,1,9,14,24,62
2023_q4,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2023,4,47,172,79,547
2023_q4,,Hernia Repair - Ventral,,Total,Provincial,2023,4,43,308,71,585
2023_q4,,Melanoma Excision,,Total,Provincial,2023,4,14,36,19,42
3month_rolling,,Vascular Bypass Surgery,,Zone 4,QE2,2024,3,,,47,80
12month_rolling,,Lymph Node Biopsy,,IWK,IWK,2024,3,,,21,44
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Dzierzanowski, Martin",,,,,34,52,62,112
2022_q3,,Ear Tubes  (Pediatric),,Zone 3,St. Martha's Regional,2022,3,14,20,53,63
2024_q1,,Maxillofacial Deformity Surgery,,Total,Provincial,2024,1,278,503,185,336
12month_rolling,Urology,Bladder Cancer Surgery,"Mason, Ross",,,,,21,52,42,64
2023_q3,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2023,3,65,495,213,272
2023_q2,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2023,2,,,98,138
3month_rolling,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2024,3,83,116,26,48
2023_q2,,Salivary Gland Surgery,,Total,Provincial,2023,2,,,86,207
2023_q1,,Breast Cancer Surgery,,Zone 3,St. Martha's Regional,2023,1,15,77,27,35
2022_q4,,Orthopaedic Trauma,,Total,Provincial,2022,4,16,107,29,209
3month_rolling,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2024,3,301,567,87,528
2022_q3,,Kidney / Upper Urinary Tract,,Zone 4,QE2,2022,3,,,121,460
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Morash, Joel",,,,,94,787,52,107
2023_q4,,Breast Cancer Surgery,,Zone 2,Aberdeen Hospital,2023,4,9,19,17,29
12month_rolling,General Surgery,Colorectal Cancer Surgery,"MacDonald, Blair",,,,,13,77,15,22
12month_rolling,Urology,Prostate Surgery - Laparoscopic,"Mason, Ross",,,,,35,153,215,266
3month_rolling,,Thyroid or Parathyroid Surgery,,Zone 4,Hants Community Hospital,2024,3,,,62,119
2022_q3,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2022,3,20,30,72,99
2024_q2,,Hysterectomy  (Cancer Suspected or Proven),,Zone 4,QE2,2024,2,9,38,41,99
3month_rolling,,Endometrial Ablation,,Zone 1,Valley Regional,2024,3,,,72,97
2023_q4,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2023,4,25,154,87,246
12month_rolling,General Surgery,Hernia Repair  (Adult),"Livingstone, Scott",,,,,33,65,35,85
2024_q1,,Whipple Procedures,,Zone 4,QE2,2024,1,10,21,21,26
12month_rolling,Vascular Surgery,Angioplasty,"Jessula, Samuel",,,,,28,58,21,41
2023_q4,,Colorectal Cancer Surgery,,Total,Provincial,2023,4,15,125,23,51
2023_q2,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2023,2,48,114,67,200
2023_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 4,Dartmouth General,2023,1,127,238,97,162
2022_q3,,Bladder Cancer Surgery,,Total,Provincial,2022,3,17,102,44,214
2024_q1,,Strabismus Surgery  (Pediatric),,IWK,IWK,2024,1,104,232,140,197
2023_q4,,Bowel Resection - Open,,Total,Provincial,2023,4,15,162,27,113
2024_q3,,Cataract Surgery,,Zone 2,Cumberland Regional,2024,3,289,315,99,134
12month_rolling,Obstetrics/Gynaecology,All,"Black, Brittany",,,,,61,237,66,250
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Corsten, Martin",,,,,11,30,30,56
2023_q4,,Thoroscopy / Pleuroscopy,,Zone 4,QE2,2023,4,11,21,7,14
12month_rolling,General Surgery,Colorectal Cancer Surgery,"MacFarlane, David",,,,,82,270,27,38
2023_q2,,Knee Replacement,,Zone 4,QE2,2023,2,125,329,359,1227
12month_rolling,Thoracic Surgery,All,"French, Daniel Gerard",,,,,22,63,34,87
2023_q4,,Shoulder Arthroplasty,,Zone 4,QE2,2023,4,103,449,251,735
2022_q4,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2022,4,,,48,354
12month_rolling,Urology,Kidney Removal,"Miller, M Dale",,,,,15,37,31,58
2023_q2,,Ear Tubes  (Pediatric),,Zone 3,Cape Breton Regional,2023,2,22,36,85,126
2023_q3,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2023,3,5,21,15,25
2023_q4,,Knee Replacement,,Zone 4,QE2,2023,4,146,413,438,1355
2023_q1,,Coronary Artery Bypass Graft,,Total,Provincial,2023,1,,,11,111
2024_q3,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2024,3,102,1345,105,387
2022_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Valley Regional,2022,4,158,511,315,662
2024_q2,,Gastric Surgery,,Zone 4,QE2,2024,2,7,27,12,27
2022_q4,,Breast Cancer Surgery,,Total,Provincial,2022,4,10,27,22,48
2024_q1,,Male Circumcision  (Pediatric),,Total,Provincial,2024,1,,,30,434
2023_q2,,AV Fistula Creation/Closure,,Total,Provincial,2023,2,,,16,111
2024_q3,,Back Surgery  (Adult),,Zone 4,QE2,2024,3,120,451,86,241
2024_q2,,Coronary Artery Bypass Graft,,Zone 4,QE2,2024,2,,,9,75
12month_rolling,Urology,Bladder Cancer Surgery,"McCarthy, John Paul",,,,,43,170,33,136
12month_rolling,General Surgery,Bowel Resection,"Hiebert, Stephanie",,,,,11,21,21,43
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"MacLellan, Erin",,,,,103,201,153,391
2024_q3,,Septoplasty,,Zone 3,St. Martha's Regional,2024,3,,,82,111
2023_q2,,Gastric Surgery,,Total,Provincial,2023,2,14,25,41,134
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"MacMullin, Gillian",,,,,50,102,113,420
2022_q3,,Gastrointestinal Tract Surgery,,Total,Provincial,2022,3,31,109,48,253
2022_q3,,Male Reproductive System Surgery,,IWK,IWK,2022,3,,,122,283
2023_q1,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2023,1,29,333,60,439
2023_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Martha's Regional,2023,2,,,88,111
2023_q4,,Back Surgery  (Pediatric),,Total,Provincial,2023,4,,,253,617
2023_q1,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2023,1,37,219,94,300
2023_q3,,Bladder Cancer Surgery,,Zone 1,Yarmouth Regional,2023,3,,,54,187
12month_rolling,Urology,Male Circumcision  (Adult),"Butler, Trevor",,,,,134,134,131,272
2023_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Martha's Regional,2023,1,133,272,284,364
